idx,true_damage_label,description,consistency_label,mismatch_type,severity_label
15,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
10,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
18,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
26,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
35,scratch,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
41,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
37,dent,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
31,dent,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,1,none,medium
46,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
12,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
38,scratch,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
31,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
35,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
17,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
49,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
6,glass_shatter,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,medium
30,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
4,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
2,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
47,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
2,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
1,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
34,crack,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,minor
5,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
9,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
43,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
11,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
7,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
16,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
38,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
14,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
38,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
21,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
0,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
42,crack,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
35,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
4,dent,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",0,damage_type_mismatch,medium
31,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
30,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
13,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
14,glass_shatter,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,medium
41,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
47,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
28,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
4,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
1,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
45,dent,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,1,none,medium
25,scratch,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
39,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
28,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
30,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
21,glass_shatter,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,medium
44,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
29,crack,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
46,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
11,dent,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
27,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
39,dent,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
12,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
42,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
4,dent,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,1,none,medium
27,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
12,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
42,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
35,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
28,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
38,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
20,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
20,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
29,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
19,no_damage,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,none
6,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
6,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
38,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
9,crack,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
37,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
41,scratch,"Schramme am Stossfänger, Farbe abgeschürft.",1,none,minor
7,scratch,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
9,dent,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
41,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
43,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
17,crack,Heckscheibe zerbrochen durch Vandalismusschaden.,0,damage_type_mismatch,minor
41,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
12,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
26,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
10,no_damage,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,none
48,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
13,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
16,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
25,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
42,no_damage,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,none
7,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
44,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
42,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
40,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
27,no_damage,Überprüfung ergab keine äusserlichen Schäden am Fahrzeug.,1,none,none
38,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
0,no_damage,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,none
48,no_damage,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,none
38,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
27,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
6,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
22,glass_shatter,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",1,none,medium
25,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
5,crack,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
4,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
37,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
46,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
45,glass_shatter,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",1,none,medium
18,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
29,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
13,dent,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
37,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
0,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
36,no_damage,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,none
1,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
14,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
10,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
40,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
2,dent,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",1,none,medium
1,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
9,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
13,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
12,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
13,scratch,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
25,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
36,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
42,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
5,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
33,glass_shatter,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",1,none,medium
22,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
15,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
2,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
24,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
3,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
37,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
47,glass_shatter,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",1,none,medium
10,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
22,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
37,crack,"Fahrzeug komplett zerstört, Totalschaden nach Unfall.",0,severity_mismatch,minor
21,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
22,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
36,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
36,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
30,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
32,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
34,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
14,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
37,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
15,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
31,scratch,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
46,dent,"Massiver Frontschaden, Airbags ausgelöst, nicht fahrbereit.",0,severity_mismatch,medium
30,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
13,no_damage,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,none
2,glass_shatter,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",1,none,medium
35,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
39,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
49,dent,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,medium
2,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
19,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
23,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
0,crack,"Riss in der Frontschürze, strukturell nicht beeinträchtigt.",1,none,minor
30,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
45,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
0,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
9,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
11,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
3,crack,"Sofortige Auszahlung benötigt, keine Details verfügbar.",0,fraud_signal,minor
33,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
41,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
26,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
8,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
21,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
32,dent,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,medium
9,glass_shatter,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,medium
0,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
46,glass_shatter,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",1,none,medium
42,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
33,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
28,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
4,scratch,"Totalschaden nach Unfall, keine Polizeirapport, dringend Rückerstattung.",0,fraud_signal,minor
10,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
28,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
38,glass_shatter,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",1,none,medium
1,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
29,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
6,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
18,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
40,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
46,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
43,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
27,crack,"Beule an der hinteren Stossstange, Fahrzeug war geparkt.",0,damage_type_mismatch,minor
16,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
4,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
10,crack,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
24,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
28,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
22,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
8,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
17,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
1,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
17,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
43,scratch,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,minor
45,no_damage,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,none
10,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
8,scratch,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
46,glass_shatter,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
19,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
29,scratch,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,minor
12,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
2,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
24,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
27,glass_shatter,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,medium
39,scratch,Totalschaden nach schwerem Auffahrunfall mit Personenschaden.,0,severity_mismatch,minor
14,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
36,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
6,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
8,glass_shatter,"Glasbruch an der Frontscheibe, Splitter im Fahrzeug.",1,none,medium
20,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
44,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
46,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
6,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
38,no_damage,Delle an der Fahrertür nach Parkschaden durch unbekannten Dritten.,0,damage_type_mismatch,none
3,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
18,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
36,scratch,"Massiver Schaden, bar bezahlt, keine Quittung.",0,fraud_signal,minor
26,crack,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
9,glass_shatter,Kleiner Kratzer laut Kunde — Totalschaden beantragt.,0,fraud_signal,medium
46,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
32,no_damage,"Fahrzeug in einwandfreiem Zustand, keine Beeinträchtigungen.",1,none,none
26,no_damage,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,none
4,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
13,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
0,no_damage,"Massiver Schaden nach Unfall mit unbekanntem Dritten, keine Zeugen.",0,fraud_signal,none
11,glass_shatter,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,0,damage_type_mismatch,medium
11,no_damage,Massiver Schaden an Karosserie und Motor nach Kollision.,0,severity_mismatch,none
39,crack,Bruch am Stossfänger nach Kollision mit Randstein.,1,none,minor
39,no_damage,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,none
44,crack,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
48,glass_shatter,"Keine Zeugen, sofort gemeldet, dringend Entschädigung CHF 15.000.",0,fraud_signal,medium
21,dent,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
10,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
24,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
39,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
31,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
8,dent,"Fahrzeug gestohlen, keine Zeugen, sofortige Entschädigung erbeten.",0,fraud_signal,medium
35,crack,Riss im Stossfänger nach leichtem Aufprall.,1,none,minor
42,dent,"Totalschaden, Fahrzeug wirtschaftlich nicht mehr reparierbar.",0,severity_mismatch,medium
13,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
22,no_damage,"Schwerer Frontaufprall, Totalschaden, nicht fahrbereit.",0,severity_mismatch,none
14,no_damage,Oberflächlicher Lackschaden beim Einparken in enger Parklücke.,0,damage_type_mismatch,none
11,no_damage,"Totalschaden, gestohlen, dringend Entschädigung, bar bezahlt.",0,fraud_signal,none
36,no_damage,"Fahrzeug wirkt unbeschädigt, keine Spuren einer Kollision.",1,none,none
33,glass_shatter,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",0,damage_type_mismatch,medium
23,dent,"Kleiner Kratzer laut Kunde, kaum sichtbar — dringend Auszahlung.",0,fraud_signal,medium
40,crack,"Unbekannte haben Fahrzeug gestohlen, keine Zeugen.",0,fraud_signal,minor
10,scratch,Kratzer im Lack an der Seitenwand durch spitzen Gegenstand.,1,none,minor
35,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
43,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
22,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
15,crack,Gebrochenes Kunststoffteil an der vorderen Verkleidung.,1,none,minor
38,crack,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,0,damage_type_mismatch,minor
22,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
1,scratch,"Fahrzeug vollständig demoliert, Totalschaden.",0,severity_mismatch,minor
48,scratch,"Lackschaden durch Vandalismus, langer Kratzer auf der Fahrerseite.",1,none,minor
48,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
49,scratch,"Seitenscheibe eingeschlagen, vermutlich Einbruchsversuch.",0,damage_type_mismatch,minor
41,glass_shatter,"Minimaler Schaden, kaum der Rede wert, kleiner Kratzer.",0,severity_mismatch,medium
12,no_damage,Kein sichtbarer Schaden am Fahrzeug nach angeblichem Unfall.,1,none,none
4,scratch,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,0,damage_type_mismatch,minor
1,dent,Delle im Kotflügel nach Auffahrunfall mit geringer Geschwindigkeit.,1,none,medium
42,glass_shatter,Windschutzscheibe gesplittert durch Steinschlag auf Autobahn.,1,none,medium
10,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
32,no_damage,Eingedrückte Karosserie nach leichter Kollision auf dem Parkplatz.,0,damage_type_mismatch,none
3,glass_shatter,Heckscheibe zerbrochen durch Vandalismusschaden.,1,none,medium
34,glass_shatter,"Kleiner Kratzer, kaum sichtbar, nur oberflächlich.",0,severity_mismatch,medium
36,crack,"Massiver Strukturschaden, Fahrzeug muss abgeschrieben werden.",0,severity_mismatch,minor
31,glass_shatter,"Schramme am Stossfänger, Farbe abgeschürft.",0,damage_type_mismatch,medium
